,names,scores,logfoldchanges,pvals,pvals_adj,abslfc
142,CMYA5,110.47604,1.9566463,0.0,0.0,1.9566463
963,PARP8,-116.29436,-1.9549644,0.0,0.0,1.9549644
174,PPFIBP2,103.69674,1.954944,0.0,0.0,1.954944
778,RND1,-90.45053,-1.9535496,0.0,0.0,1.9535496
1031,ESS2,-120.51996,-1.9520488,0.0,0.0,1.9520488
916,CITED2,-113.11998,-1.9496099,0.0,0.0,1.9496099
136,ARMH1,111.428406,1.9436288,0.0,0.0,1.9436288
693,EPS8,-72.04322,-1.9372839,0.0,0.0,1.9372839
947,AHNAK,-115.13611,-1.935353,0.0,0.0,1.935353
889,FLNC,-109.84891,-1.932225,0.0,0.0,1.932225
193,PPP1R3A,97.52312,1.9271988,0.0,0.0,1.9271988
896,TRIB2,-110.35624,-1.9259561,0.0,0.0,1.9259561
847,TBX5-AS1,-103.17969,-1.9257368,0.0,0.0,1.9257368
911,ABCA2,-112.30962,-1.92208,0.0,0.0,1.92208
131,MTTP,112.92999,1.9184107,0.0,0.0,1.9184107
74,FAM135A,122.87159,1.9155145,0.0,0.0,1.9155145
1030,OSGIN2,-120.490326,-1.9152192,0.0,0.0,1.9152192
